source_id,strategy_authority,strategy_fear,imp_public,imp_financial,strategy_info_extraction_sem,sensitive_info_request_sem,auth_info_request_sem,strategy_diversity_sem,action_diversity_sem,signal_family_count_sem,ix_identityclaim_authority_sem,ix_info_sensitive_sem,y_phishing,split
vp_18302_case_002,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18303_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18303_case_002,1,1,0,0,0,0,0,3,0,3,0,0,1,validation
vp_18303_case_003,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18303_case_004,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18304_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18304_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18304_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18304_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18304_case_005,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18304_case_006,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18304_case_007,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18304_case_008,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_18305_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18305_case_002,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18305_case_003,1,1,1,0,0,0,0,2,0,3,1,0,1,test
vp_18305_case_004,1,1,0,0,0,0,0,4,0,4,0,0,1,train
vp_18306_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_18306_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,validation
vp_18306_case_003,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18306_case_004,1,1,0,0,0,0,0,2,0,2,0,0,1,validation
vp_18307_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18307_case_002,0,1,0,1,0,0,0,1,0,2,0,0,1,test
vp_18308_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,validation
vp_18309_case_001,1,1,1,1,0,0,0,2,0,3,1,0,1,train
vp_18310_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,validation
vp_18310_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18311_case_001,0,0,0,1,0,0,0,0,0,1,0,0,1,train
vp_18312_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18313_case_001,1,1,0,0,0,0,0,3,0,3,0,0,1,validation
vp_18314_case_001,0,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18315_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18316_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18317_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18318_case_001,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_18319_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,test
vp_18320_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,test
vp_18321_case_001,0,1,0,1,0,0,0,1,0,2,0,0,1,train
vp_18321_case_002,1,0,0,0,0,0,0,1,0,1,0,0,1,validation
vp_18322_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18322_case_002,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18323_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,test
vp_18324_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_217128_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_217129_case_001,1,1,0,0,0,0,0,3,0,3,0,0,1,train
vp_217129_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_217129_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_217130_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_217131_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_217131_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_217132_case_001,1,1,0,1,0,0,0,3,0,4,1,0,1,train
vp_217132_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_217133_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_217133_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_217133_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_217133_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_217134_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,test
normal_21-1_sec_01_005683,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_08_022577,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_ins_03_900878,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_03_014535,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_06_010030,0,0,0,0,1,0,1,1,1,2,0,0,0,validation
normal_21-1_sec_05_001677,0,0,0,0,1,0,0,2,0,2,0,0,0,train
normal_21-1_sec_01_011866,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_06_012997,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_06_013543,0,0,0,1,1,0,1,1,1,3,0,0,0,test
normal_21-1_bk_08_021261,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_03_018048,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_03_003266,0,0,0,0,1,1,1,1,2,3,0,1,0,train
normal_21-1_bk_09_011359,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_04_010267,0,0,0,1,0,0,0,0,0,1,0,0,0,test
normal_21-1_bk_06_012764,0,0,0,1,0,0,0,0,0,1,0,0,0,test
normal_21-1_sec_06_002508,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_01_015893,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_06_025741,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_ins_05_001686,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_03_016782,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_07_009186,0,0,0,0,1,0,1,1,1,2,0,0,0,test
normal_21-1_bk_03_003075,0,0,0,1,1,0,0,1,0,2,0,0,0,validation
normal_21-1_bk_01_010610,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_01_000138,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_03_902434,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_04_008466,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_sec_03_007353,0,0,0,0,1,1,1,1,2,3,0,1,0,train
normal_21-1_bk_08_006578,0,0,0,1,1,1,1,1,2,4,0,1,0,test
normal_21-1_bk_09_022910,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_04_010040,0,0,0,0,1,0,1,2,1,3,0,0,0,train
normal_21-1_sec_05_009044,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_05_009984,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_sec_08_000876,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_bk_01_020476,0,0,0,1,1,0,1,2,1,4,0,0,0,train
normal_21-1_sec_07_010684,0,0,0,0,1,0,0,1,0,1,0,0,0,test
normal_21-1_bk_08_003371,0,0,0,1,1,0,0,1,0,2,0,0,0,train
normal_21-1_sec_08_011906,0,0,0,0,0,0,0,1,0,1,0,0,0,train
normal_21-1_sec_01_002926,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_05_023239,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_01_000903,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_06_900428,0,0,0,0,1,0,1,1,1,2,0,0,0,test
normal_21-1_bk_01_025728,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_bk_04_023007,0,0,0,0,0,1,0,0,1,1,0,0,0,train
normal_21-1_sec_06_001003,0,0,0,0,1,0,1,1,1,2,0,0,0,test
normal_21-1_bk_03_030687,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_08_028728,0,0,0,1,1,1,1,1,2,4,0,1,0,train
normal_21-1_bk_08_020864,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_08_026470,0,0,0,0,1,1,1,1,2,3,0,1,0,validation
normal_21-1_sec_04_007905,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_bk_06_028183,0,0,0,1,0,0,0,1,1,3,0,0,0,validation
normal_21-1_sec_03_901632,0,0,0,0,1,0,1,2,1,3,0,0,0,validation
normal_21-1_sec_02_007633,0,0,0,0,1,1,1,1,2,3,0,1,0,train
normal_21-1_bk_08_006101,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_bk_06_004157,0,0,0,1,1,1,1,1,3,5,0,1,0,test
normal_21-1_bk_04_024161,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_ins_04_017132,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_06_000417,0,0,0,0,1,0,0,1,0,1,0,0,0,train
normal_21-1_ins_03_001709,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_06_012200,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_bk_09_017733,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_05_003229,0,0,0,0,0,0,0,1,0,1,0,0,0,train
normal_21-1_ins_03_000878,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_ins_01_005721,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_sec_05_014050,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_sec_01_010386,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_sec_01_000258,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_09_029897,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_ins_03_013129,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_05_011519,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_01_000455,0,1,0,1,0,0,0,1,0,2,0,0,0,train
normal_21-1_bk_08_008179,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_02_031087,0,0,0,1,0,0,0,0,0,1,0,0,0,validation
normal_21-1_sec_05_010675,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_03_011342,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_02_014353,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_06_021345,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_sec_04_001147,0,1,0,0,1,1,0,3,1,4,0,1,0,train
normal_21-1_sec_01_002803,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_03_900338,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_08_001669,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_05_021390,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_bk_04_027708,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_ins_03_011361,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_04_001947,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_08_000360,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_08_031988,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_01_008460,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_05_006805,0,0,0,0,0,0,0,1,1,2,0,0,0,validation
normal_21-1_bk_06_011537,0,0,0,1,1,0,1,2,2,5,0,0,0,test
normal_21-1_bk_09_016126,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_02_009291,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_06_024433,0,0,0,1,0,0,0,0,0,1,0,0,0,test
normal_21-1_bk_01_031345,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_04_013127,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_bk_08_003987,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_08_000824,0,0,0,0,1,1,1,1,2,3,0,1,0,train
normal_21-1_sec_06_010679,0,0,0,0,1,1,0,1,1,2,0,1,0,train
normal_21-1_sec_03_014852,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_03_900325,0,0,0,0,1,0,0,1,0,1,0,0,0,test
normal_21-1_sec_05_008810,0,0,0,0,1,0,0,1,0,1,0,0,0,test
normal_21-1_bk_02_026313,0,0,0,0,1,0,1,1,1,2,0,0,0,validation
normal_21-1_bk_06_024143,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_bk_02_010934,0,0,0,1,0,0,0,0,0,1,0,0,0,validation
normal_21-1_sec_03_008503,0,0,0,0,1,1,0,1,1,2,0,1,0,train
normal_21-1_bk_01_003183,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_bk_03_004472,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_sec_03_013471,0,0,0,0,0,0,0,1,0,1,0,0,0,validation
normal_21-1_sec_05_006447,0,0,0,0,1,0,1,3,1,4,0,0,0,train
normal_21-1_sec_06_002427,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_sec_04_008981,0,0,0,0,1,0,1,2,2,4,0,0,0,train
normal_21-1_bk_06_017527,0,0,0,1,1,1,1,2,3,6,0,1,0,train
normal_21-1_bk_03_001966,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_01_031720,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_04_013322,0,0,0,0,0,0,0,1,1,2,0,0,0,train
normal_21-1_sec_03_003260,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_08_030206,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_06_017925,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_06_018207,0,0,0,0,1,1,1,2,3,5,0,1,0,train
normal_21-1_ins_05_009219,1,0,0,0,0,0,0,1,0,1,0,0,0,train
normal_21-1_bk_03_004628,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_sec_04_008125,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_ins_01_004889,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_bk_08_016307,0,0,0,1,1,1,1,1,2,4,0,1,0,train
normal_21-1_bk_08_028863,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_sec_03_005322,0,0,0,0,1,1,1,2,2,4,0,1,0,train
normal_21-1_bk_03_025727,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_06_024241,0,0,0,0,1,0,1,2,1,3,0,0,0,train
normal_21-1_bk_08_018542,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_08_027665,0,0,0,1,1,0,1,2,1,4,0,0,0,test
normal_21-1_bk_06_026970,0,0,0,1,1,0,1,2,1,4,0,0,0,train
normal_21-1_bk_01_025338,0,0,0,1,0,0,0,0,0,1,0,0,0,validation
normal_21-1_sec_03_003693,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_05_019745,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_03_023434,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_06_001184,0,0,0,0,1,1,1,1,2,3,0,1,0,test
normal_21-1_bk_06_022535,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_sec_05_004002,0,1,0,0,0,0,0,1,0,1,0,0,0,train
normal_21-1_sec_07_004566,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_ins_01_008920,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_bk_01_017755,0,0,0,1,0,0,0,1,1,3,0,0,0,train
normal_21-1_ins_01_000390,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_03_013806,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_08_023865,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_bk_04_027786,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_06_026788,0,0,0,1,1,0,1,2,1,4,0,0,0,train
normal_21-1_sec_07_002005,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_06_014498,0,0,0,1,1,1,1,1,2,4,0,1,0,train
normal_21-1_bk_04_022962,1,0,0,1,0,0,0,1,0,2,1,0,0,train
normal_21-1_bk_08_009199,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_04_010085,0,1,0,0,0,0,0,1,0,1,0,0,0,test
normal_21-1_sec_03_001721,0,0,0,0,0,0,0,1,1,2,0,0,0,train
normal_21-1_bk_08_028356,0,0,0,1,0,0,0,0,0,1,0,0,0,validation
normal_21-1_sec_01_000904,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_09_024194,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_06_028157,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_02_000615,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_01_010758,0,0,0,1,1,0,0,1,0,2,0,0,0,validation
normal_21-1_sec_03_002250,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_04_015490,1,0,0,1,1,0,0,2,0,3,1,0,0,train
normal_21-1_bk_08_021763,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_sec_02_011345,0,0,0,0,1,0,1,2,1,3,0,0,0,validation
normal_21-1_sec_08_013338,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_ins_04_010955,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_bk_06_029594,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_08_016268,0,0,0,0,1,0,1,2,1,3,0,0,0,train
normal_21-1_bk_04_015875,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_sec_05_003779,0,0,0,0,1,0,0,1,0,1,0,0,0,validation
normal_21-1_bk_05_000891,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_ins_05_900207,0,0,0,0,0,1,0,0,1,1,0,0,0,train
normal_21-1_bk_05_016380,1,0,0,1,0,0,0,1,0,2,1,0,0,validation
normal_21-1_bk_09_016095,1,0,0,1,0,0,0,1,0,2,1,0,0,train
normal_21-1_bk_08_019433,0,0,0,1,0,0,0,0,0,1,0,0,0,test
normal_21-1_ins_03_009883,0,0,0,0,1,1,0,2,1,2,0,1,0,train
normal_21-1_bk_07_014801,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_01_006592,0,0,0,0,1,1,1,2,4,6,0,1,0,test
normal_21-1_sec_05_004971,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_01_000134,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_04_018530,0,0,0,0,1,1,0,1,1,2,0,1,0,train
normal_21-1_bk_08_030627,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_03_029557,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_06_005592,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_06_013253,0,0,0,1,1,0,1,2,2,5,0,0,0,train
normal_21-1_bk_08_021878,0,0,0,1,1,1,1,1,2,4,0,1,0,train
normal_21-1_bk_04_003580,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_sec_06_010175,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_04_004945,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_sec_06_000420,0,0,0,0,1,1,1,1,2,3,0,1,0,train
normal_21-1_bk_08_019390,0,0,0,1,1,0,1,1,1,3,0,0,0,validation
normal_21-1_ins_03_018814,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_ins_03_013884,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_bk_06_006415,0,0,0,1,1,1,1,2,2,5,0,1,0,validation
normal_21-1_bk_01_014751,0,0,0,1,1,0,1,1,1,3,0,0,0,test
normal_21-1_bk_06_029092,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_bk_05_007320,0,0,0,1,1,1,0,1,1,3,0,1,0,train
normal_21-1_sec_07_012459,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_ins_04_014016,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_08_019043,0,0,0,1,1,1,1,1,2,4,0,1,0,train
normal_21-1_bk_03_020293,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_ins_05_013881,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_05_008472,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_07_003435,0,0,0,0,1,1,1,1,2,3,0,1,0,validation
normal_21-1_bk_05_009293,0,0,0,1,0,1,0,0,1,2,0,0,0,test
normal_21-1_sec_03_000623,0,0,0,0,1,0,0,1,0,1,0,0,0,train
normal_21-1_ins_04_004520,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_06_010675,0,0,0,1,0,0,0,1,0,2,0,0,0,train
normal_21-1_sec_03_009066,0,0,0,0,1,0,1,1,1,2,0,0,0,validation
normal_21-1_sec_05_007374,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_03_022557,0,0,0,1,1,0,1,1,1,3,0,0,0,test
normal_21-1_bk_08_014542,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_03_004541,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_ins_04_010293,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_02_024375,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_07_014630,0,0,0,0,1,0,1,1,1,2,0,0,0,test
normal_21-1_sec_05_011884,1,0,0,0,1,1,0,2,1,3,0,1,0,test
normal_21-1_bk_03_032507,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_sec_03_007890,0,0,0,0,1,0,1,1,1,2,0,0,0,validation
normal_21-1_sec_01_004103,0,0,0,0,0,0,0,1,1,2,0,0,0,validation
normal_21-1_sec_06_009465,0,0,0,0,1,0,1,1,1,2,0,0,0,validation
normal_21-1_bk_03_033125,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_09_031953,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_08_029467,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_08_026272,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_sec_08_001280,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_08_025717,0,0,0,1,1,1,1,2,2,5,0,1,0,train
normal_21-1_ins_03_017124,0,0,0,0,1,0,0,2,0,1,0,0,0,train
normal_21-1_bk_09_009504,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_07_003679,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_bk_08_023921,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_06_024411,0,0,0,1,1,0,1,2,2,5,0,0,0,train
normal_21-1_sec_05_008923,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_ins_04_007533,0,0,0,0,1,1,0,2,1,2,0,1,0,test
normal_21-1_sec_08_006085,0,0,0,0,1,1,1,2,2,4,0,1,0,train
normal_21-1_bk_06_003192,0,0,0,1,1,0,1,2,1,4,0,0,0,train
normal_21-1_sec_01_009785,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_06_008765,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_06_000890,0,0,0,1,1,0,0,1,0,2,0,0,0,test
normal_21-1_ins_01_004227,0,0,0,0,1,1,0,1,1,2,0,1,0,validation
normal_21-1_bk_04_011105,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_01_004591,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_07_016943,0,0,0,0,0,0,0,1,0,0,0,0,0,train
normal_21-1_sec_01_002023,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_04_011610,0,0,0,0,1,0,1,1,1,2,0,0,0,validation
normal_21-1_bk_05_007174,1,0,0,1,1,0,1,2,1,4,1,0,0,train
normal_21-1_bk_04_016335,0,0,0,0,0,0,0,0,0,0,0,0,0,test
normal_21-1_bk_08_007391,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_sec_03_012027,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_09_024205,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_bk_05_025324,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_02_016212,0,0,0,0,1,1,0,1,1,2,0,1,0,train
normal_21-1_sec_06_900958,0,0,0,0,1,1,1,2,3,5,0,1,0,train
normal_21-1_sec_03_001623,0,0,0,0,1,0,1,1,1,2,0,0,0,train
normal_21-1_bk_06_022042,0,0,0,1,1,0,1,1,1,3,0,0,0,validation
normal_21-1_ins_02_012616,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_bk_07_009378,0,0,0,1,0,0,0,0,0,1,0,0,0,train
normal_21-1_sec_01_003760,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_ins_02_005274,0,0,0,0,0,0,0,0,0,0,0,0,0,train
normal_21-1_bk_07_021772,0,0,0,1,0,0,0,0,0,1,0,0,0,test
normal_21-1_sec_05_008252,0,0,0,0,1,0,1,1,1,2,0,0,0,validation
normal_21-1_ins_03_904623,1,0,0,0,0,0,0,1,0,1,0,0,0,train
normal_21-1_ins_02_017334,0,0,0,0,0,0,0,0,0,0,0,0,0,validation
normal_21-1_sec_01_007973,0,0,0,0,1,0,1,1,2,3,0,0,0,test
normal_21-1_bk_08_027582,0,0,0,0,1,0,0,1,0,1,0,0,0,train
normal_21-1_bk_03_018059,0,0,0,1,1,0,1,1,1,3,0,0,0,train
normal_21-1_ins_03_902225,0,0,0,0,1,0,0,1,0,1,0,0,0,validation
normal_21-1_ins_03_905165,0,0,0,0,1,1,0,2,1,3,0,1,0,test
normal_21-1_ins_03_013258,0,1,0,0,0,0,0,1,0,1,0,0,0,train
normal_21-1_ins_03_017822,0,0,0,0,1,1,0,1,1,2,0,1,0,train
normal_21-1_bk_06_002787,0,0,0,1,1,0,1,2,1,4,0,0,0,test
normal_21-1_bk_08_015156,1,0,0,0,1,0,1,2,1,3,0,0,0,train
normal_21-1_bk_05_004354,0,0,0,1,0,0,0,0,0,1,0,0,0,test
normal_21-1_bk_06_001248,0,0,0,1,1,0,0,2,1,4,0,0,0,test
